No.,Time,Source,Destination,Protocol,Length,Info,Label
1911,164.553004,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1912,164.575633,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
1915,164.581249,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
1921,164.585814,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
1973,169.603258,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
1974,169.603426,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2028,174.650517,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2029,174.652964,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2031,174.655409,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2038,174.659826,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2093,179.703547,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2094,179.703739,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2148,184.712129,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2153,184.720727,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2205,189.753333,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2206,189.753484,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2260,194.803595,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2261,194.827454,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2264,194.833075,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2270,194.837668,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2324,199.853765,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2325,199.853952,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2379,204.903843,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2381,204.932191,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2384,204.937779,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2390,204.941084,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2442,209.953764,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2443,209.953953,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2498,215.00387,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2499,215.046036,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2502,215.051885,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2508,215.056435,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2562,220.103894,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2563,220.104096,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2617,225.153509,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2618,225.15413,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2621,225.158845,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2627,225.163012,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2679,230.204272,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2680,230.204467,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2734,235.254177,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2735,235.26191,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2739,235.26755,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2744,235.272088,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2776,238.197752,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2781,238.205401,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2835,243.204434,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2836,243.204638,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2860,245.368768,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
2867,245.376356,172.24.10.210,172.24.10.1,DNP 3.0,165,Response,0
2917,250.403398,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2918,250.403583,172.24.10.1,172.24.10.210,DNP 3.0,64,"from 1 to 1024, len=5, Status of Link",0
2972,255.454639,172.24.10.210,172.24.10.1,DNP 3.0,64,"from 1024 to 1, len=5, Request Link Status",0
2975,255.49511,172.24.10.1,172.24.10.210,DNP 3.0,81,"Read, Class 0123",0
